ID,Nama,Spesialis,Lokasi,Rating,Ulasan,Tarif,Kategori Jarak,Jarak (Km)
9f0bd7e0-c845-4a72-8ba0-71e3c8fb3b1c,Karna Yuliarti,Instalasi Listrik,Tangerang,4.53257519075263,57,110434,Dekat,0.730614080128029
068aadf3-bf86-4a78-8a9c-b75f793e7185,Daru Rajasa,Reparasi Lantai dan Dinding,Bogor,3.513503426243169,46,111728,Sedang,7.426008028955946
a67954f8-c8d6-4361-a0a5-c0982e748e35,Mursinin Puspita,Reparasi Aksesoris,Bogor,4.617173328684312,34,109923,Dekat,2.527416502349931
f15b421c-015f-4991-bebc-3f9873395de9,Koko Utami,Reparasi Saluran Air,Bogor,4.178402320450191,42,144371,Jauh,19.517502796744672
e8363f83-5985-4df9-8916-b8bc4091c993,Anggabaya Halimah,Instalasi Listrik,Depok,4.9756293975277,44,113061,Dekat,0.022101634388386526
272cf1e8-84e0-4d7f-9667-e31da897cdfb,Adikara Haryanto,Reparasi Saluran Air,Tangerang,4.7608928596777425,47,117369,Dekat,1.4894137834175758
43de55fa-a23d-488e-861b-81f8d8768a2e,Bancar Siregar,Reparasi Atap,Depok,5.0,45,109967,Dekat,2.756119304244408
d8b4f989-e0d2-4fcf-99dc-6f1a3068bf6c,Cahya Rajasa,Reparasi Aksesoris,Bekasi,4.4886925400751805,45,119911,Dekat,0.2833404429648595
7fedfb2a-3c75-4e30-8731-c006d25e7b60,Luthfi Kuswoyo,Reparasi Lantai dan Dinding,Bogor,4.729786512080805,41,135026,Jauh,11.349491565377921
c8c0039c-c5e0-4533-bb3b-a58a15fd97d0,Balapati Pratama,Reparasi Saluran Air,Bogor,4.84978881523586,42,148917,Sedang,8.64449558164584
1c8e54bb-e73b-4852-8dd2-8aea2887a451,Asmianto Oktaviani,Reparasi Atap,Jakarta,4.136747658701881,31,106464,Sedang,4.2670423583309685
4cd70c94-b76f-4636-aae4-7e00b707e5c4,Lembah Mangunsong,Reparasi Aksesoris,Bogor,5.0,51,127335,Jauh,12.161443054402625
3c6c4e69-49b8-45f2-bff6-28b198f81ea4,Kairav Tarihoran,Instalasi Listrik,Tangerang,5.0,38,141980,Sedang,8.19085856864551
c6ba8030-3475-4cd6-80a4-99ce960988d0,Bagas Wijayanti,Reparasi Saluran Air,Bogor,4.438014048233247,41,120770,Dekat,2.2296542139996736
cb038d2e-6ed4-4d6c-811a-9f11447d0a49,Prima Megantara,Reparasi Aksesoris,Depok,4.720211510153071,52,148556,Dekat,0.5067209599406306
55a1a894-11b7-45e0-8e7b-479c39579672,Marsudi Saragih,Reparasi Aksesoris,Tangerang,4.248908936602234,41,129743,Dekat,0.20438856108401704
1d3ce445-b175-4c84-9b43-27d5dd94d87c,Timbul Budiyanto,Instalasi Listrik,Tangerang,4.8349523008755,47,100704,Dekat,0.38976990985548166
7a212675-5903-4be2-ac6a-1d0d99c274e5,Murti Sihombing,Reparasi Lantai dan Dinding,Bogor,5.0,54,108437,Sedang,4.393783975303772
52ee5e3b-b159-4a35-aeaf-5829e3a9b964,Banara Budiyanto,Reparasi Atap,Bekasi,3.674972983144671,56,136114,Dekat,2.6972655430624703
0c706b8c-ced5-478c-9f2a-d3fe66e55d98,Bagus Mardhiyah,Reparasi Aksesoris,Bogor,4.0719228479172225,40,111881,Dekat,2.4999763796860153
b5e642bf-9ea4-4d5b-bc68-5f0ef656be02,Atma Prasasta,Instalasi Listrik,Bogor,5.0,31,108061,Dekat,2.8606813382159704
56263167-dca3-4dad-be13-076f0b3033df,Wardi Handayani,Reparasi Aksesoris,Tangerang,3.665088634115089,67,114563,Sedang,8.898075960808795
fcbd6f8e-6174-4426-94fb-eadef9798d3d,Nyana Saputra,Reparasi Saluran Air,Jakarta,4.6290875733429955,49,142913,Sedang,5.096007737427472
e9d3f6e2-be2a-4801-b5d9-db0cf7c9b823,Lasmanto Wibisono,Instalasi Listrik,Bogor,3.8667275303937605,50,136337,Dekat,2.156867066214804
c6c8a5e5-17ef-4394-a357-ff781cebbed6,Bagus Aryani,Instalasi Listrik,Bogor,4.795582461536392,48,110345,Dekat,1.0075310631765386
042a78b8-af7b-402c-8251-7144a96a7563,Bagya Hariyah,Reparasi Aksesoris,Tangerang,4.16615839434414,45,128484,Sedang,5.6204584504772095
276cb2f6-fa04-461e-b568-2a167167f20c,Gamanto Rahimah,Reparasi Lantai dan Dinding,Bekasi,4.2396996541514245,38,113568,Sedang,7.615567889370884
ac99ef96-76e8-4035-ac52-bed7ce0a380e,Gaiman Ardianto,Reparasi Aksesoris,Tangerang,4.3135110468700715,48,133020,Jauh,11.53014793479748
daa282c1-ab94-48f8-b0af-a0bf31589170,Opung Maryadi,Instalasi Listrik,Tangerang,4.868552228957404,38,119049,Sedang,8.045536393533151
be93fb36-0fc5-4f10-b8ce-64ee89ed0ac4,Edward Saragih,Reparasi Lantai dan Dinding,Jakarta,4.783198253309038,57,133032,Dekat,1.1709825867901902
eade4839-0eaa-4bc7-9559-7dcc50406167,Garda Prayoga,Reparasi Aksesoris,Depok,3.9745703928231766,40,134897,Sedang,4.557027029672181
a3f2ae6a-7a99-4d4e-8ce1-8538effdee9a,Radit Sitorus,Reparasi Saluran Air,Bogor,4.7258670926609625,33,110937,Dekat,1.0365567306631638
a67eafda-7a3a-43c3-be0b-e5f9721369f2,Tasdik Ardianto,Reparasi Atap,Tangerang,4.756045415845784,39,127772,Sedang,6.881071569040456
9ee456d3-7189-4f56-8e07-0b034df846b6,Umaya Purnawati,Reparasi Saluran Air,Tangerang,3.9552524771367175,61,140259,Jauh,15.581907763838473
4a03582d-79e0-4b06-bfe8-854f1faf3edc,Cemplunk Sudiati,Instalasi Listrik,Depok,4.837673219515334,35,107343,Sedang,8.51517392880319
20bdcdd8-a7b5-4511-adad-cf7ad01d2d72,Cemplunk Natsir,Reparasi Aksesoris,Bekasi,4.8763747868750675,48,106823,Sedang,7.536030754249385
c7627584-17b2-4ba1-80b9-873d3c7b7e09,Simon Najmudin,Instalasi Listrik,Bekasi,4.568895781259635,35,139948,Dekat,0.8334440134539096
ac7d5dc7-a106-47b0-bce4-e427d27d1fc6,Erik Lailasari,Reparasi Atap,Jakarta,5.0,43,120148,Dekat,0.6922455740873663
c4783b48-f324-4706-93c1-c6281cd1d687,Jumadi Hutasoit,Reparasi Lantai dan Dinding,Bogor,4.52069179562241,37,121288,Dekat,0.5744241148215979
615c0ebd-280e-47c6-af96-e28d287ba671,Paiman Pangestu,Instalasi Listrik,Jakarta,4.154770438530023,41,147660,Dekat,2.230503292117355
269caccc-ec8b-4d99-bffd-1f2023553af7,Martana Nurdiyanti,Reparasi Atap,Bogor,3.633392781219139,50,137995,Dekat,1.2777429375430656
7c56b6bd-4af1-4b1c-8b3a-45d04a6ce3cd,Kalim Iswahyudi,Reparasi Saluran Air,Tangerang,4.085746309934059,32,118689,Dekat,2.44097896527028
4896cdac-a237-443f-9f55-8797ba26de54,Ade Saptono,Reparasi Saluran Air,Bogor,4.5937777377355715,56,125892,Jauh,11.913592172561852
3446b6b7-6939-48b0-9bff-0139733bbd3c,Adinata Putra,Reparasi Aksesoris,Depok,4.110217168377026,43,104062,Dekat,0.08627773411929263
90e1a342-1ee3-48a5-b9f5-3e5e82088078,Heryanto Wahyudin,Instalasi Listrik,Tangerang,5.0,57,132321,Dekat,0.8752506804115343
9f161bb9-476f-4d9e-a58f-dcb9a9a7a1de,Hartana Wahyuni,Instalasi Listrik,Tangerang,4.222067147001599,42,103759,Dekat,0.38270926289342877
90fa94c9-f64d-4b05-ac41-c9dec35e823e,Among Manullang,Reparasi Aksesoris,Jakarta,4.595486241791067,48,131795,Dekat,1.1735428532357104
e22fd9d3-67f5-4775-a016-d81b8706bd9d,Balijan Saputra,Reparasi Aksesoris,Tangerang,5.0,36,141562,Dekat,2.521969204185817
95b42473-2339-4045-878b-50442927b994,Eluh Suwarno,Instalasi Listrik,Depok,4.211105444843034,46,136563,Sedang,7.179626644180194
8ab17109-5ee2-4e0d-ae86-9626e6645bb8,Mursinin Suartini,Reparasi Atap,Bogor,4.927698988804909,41,129906,Sedang,4.430951147471412
83c5237a-ff5a-4219-80d4-96797517a920,Darman Sudiati,Reparasi Saluran Air,Bogor,4.140075146226663,29,142109,Dekat,1.5984418993413816
3cd07c76-0532-4a4e-a86d-46dde62d7217,Embuh Marpaung,Reparasi Saluran Air,Bogor,4.240002748958293,49,146494,Sedang,5.157018931098278
36c30736-1f45-4d42-83f0-3e62d97b744e,Dirja Usada,Reparasi Saluran Air,Bogor,3.994377600965658,42,149977,Sedang,5.161067781732048
6d878c7a-b0ed-4423-ab98-bebd978af5e8,Lutfan Megantara,Instalasi Listrik,Depok,3.923195700526914,55,139801,Dekat,2.5208556393021238
1dacd007-2b06-415c-be06-ec1c984bc3f9,Gangsar Yolanda,Reparasi Atap,Depok,4.7146743445959505,51,138946,Dekat,1.095740098835506
8871f2af-a274-4c34-8e8b-4eb2856c4be4,Asmuni Ardianto,Reparasi Lantai dan Dinding,Depok,4.59250262373848,52,138164,Jauh,15.733365263635532
b194ae51-5d19-4a0f-9272-c38434d8113e,Mulya Mulyani,Instalasi Listrik,Bogor,4.62728308222195,35,131359,Jauh,15.416352035651201
73e376bf-d575-47ab-8921-357eb50ab198,Luhung Maryadi,Instalasi Listrik,Jakarta,4.50578626964289,50,110612,Dekat,1.7943634717692425
eaa3b00d-4562-4a09-8da1-3e736a6ce3ca,Jasmani Wasita,Reparasi Lantai dan Dinding,Depok,5.0,37,134451,Dekat,1.8625829820433848
02791659-32cd-4e74-9798-135020c52ac7,Budi Marbun,Reparasi Saluran Air,Jakarta,4.798971310242168,47,144671,Sedang,5.016483426910191
ab9f7893-324f-4707-a608-2f6047d2f971,Akarsana Setiawan,Reparasi Aksesoris,Bogor,3.7060000955501984,51,116830,Dekat,1.906747386485664
4d753d3f-3b95-4539-b988-1632cb166d3c,Jarwa Wibisono,Reparasi Atap,Depok,4.783824528344392,53,139264,Sedang,9.766535420321476
24385866-c03b-4163-990a-47fe3b74bb2d,Damar Gunawan,Reparasi Atap,Depok,4.529225908056156,43,139777,Dekat,0.3633149021750979
753fcab7-b7cc-4ee2-8e8a-111679351024,Najib Suryatmi,Reparasi Aksesoris,Depok,4.37119261099191,54,147823,Jauh,16.73808568131235
a00295ac-9b4b-44d9-a02d-0ab03d164655,Cayadi Laksita,Reparasi Atap,Depok,3.6132050542055962,59,109106,Sedang,7.093019779247539
bd8c5bf0-85e1-4cc4-9d8a-65e95e6f4769,Teddy Napitupulu,Reparasi Atap,Bekasi,4.114191989394013,32,117318,Dekat,1.2454450730654314
7e6d0112-530d-46ec-bd80-646f0a4c105d,Danuja Dongoran,Reparasi Atap,Bogor,4.636702590303609,48,118598,Sedang,5.9371951022173794
4145f815-85a8-4def-9dc5-27d0a5c754a3,Purwanto Agustina,Instalasi Listrik,Bekasi,5.0,52,113692,Dekat,2.619587890093438
04588074-9ecc-4ca0-8565-4af0530bdee5,Budi Latupono,Reparasi Saluran Air,Jakarta,4.882622718453112,33,127964,Dekat,1.1863687456755974
1dfd84dc-2ed7-4579-868c-ead63701d2aa,Lasmanto Napitupulu,Reparasi Atap,Bekasi,3.855088598769671,46,103888,Sedang,4.032568990032013
ffa926c0-03cd-4471-bf65-0cd7e764db0f,Mujur Halim,Reparasi Atap,Tangerang,4.319156311419266,51,145998,Dekat,1.9013556969929895
81be80f4-c652-46b1-8639-0c2026bf68a0,Gaiman Prayoga,Reparasi Aksesoris,Bekasi,5.0,40,109165,Dekat,2.513429978790888
6a91dc35-f3d4-4fda-b456-f7452443813b,Hasim Nurdiyanti,Reparasi Lantai dan Dinding,Depok,4.173651193422463,36,100915,Dekat,2.9294703718555684
372c4b94-4e31-49db-a2b1-8da1d59bb373,Salman Maryati,Reparasi Lantai dan Dinding,Jakarta,3.6943824607255373,39,148454,Dekat,0.06098458766100057
686ceee7-eb3f-4db9-a617-71fc56c9036f,Gandewa Pradipta,Instalasi Listrik,Jakarta,4.722417608137856,49,127547,Sedang,8.296196806615775
568d1697-d3f3-4276-9c4d-8fc64ae8b4c7,Darmanto Uwais,Reparasi Lantai dan Dinding,Bekasi,4.587223641354513,35,105558,Sedang,9.88288804107857
b0d4459a-a570-473b-a0f6-4732a18614ab,Radit Iswahyudi,Reparasi Aksesoris,Tangerang,4.630730825503556,38,140988,Jauh,12.904532421134977
3ea2e595-d3e1-4fda-beb2-48b597be4f41,Umaya Waluyo,Instalasi Listrik,Tangerang,4.763252921419624,44,135530,Jauh,11.414098178385524
b29a2344-c61e-4918-9970-3b6ad4a740d7,Jabal Hidayanto,Reparasi Lantai dan Dinding,Bekasi,4.44613378101539,45,126598,Dekat,1.963631641749147
67339edf-c543-4025-b1e5-b05a9f6cf8f7,Panca Kusumo,Reparasi Atap,Depok,4.282771442705988,37,102503,Dekat,0.7469243115317254
37ffbfe9-05e7-4977-8e45-b3b5cba5d693,Gaman Marbun,Instalasi Listrik,Bogor,5.0,38,113749,Dekat,1.8179671574235066
9d2d62a9-1f3c-4f77-93d8-e8df3f15fa2d,Bahuwirya Astuti,Reparasi Lantai dan Dinding,Depok,4.760700280728064,34,113951,Jauh,14.50417378851491
4bcdb132-61d1-422e-ad0c-29232f7bf872,Empluk Habibi,Reparasi Aksesoris,Bekasi,4.009713047432349,47,103425,Jauh,14.18925191640912
a80643ca-960e-4f68-bd2c-acacb24e623e,Langgeng Wacana,Instalasi Listrik,Depok,3.3091764306910747,43,132723,Sedang,5.682178844413432
a51cbb85-ff65-41cf-8010-aaddaaba3cbc,Prayoga Melani,Reparasi Saluran Air,Bekasi,4.411080875721975,54,105713,Sedang,8.425737528033821
9539b9f7-f332-4ad4-9443-6af6ad7bc9de,Lukita Safitri,Reparasi Saluran Air,Depok,4.562798049028116,48,142658,Sedang,8.86794106088123
98d46d75-928a-4e9b-81b0-d9b43f7b26ca,Rahman Salahudin,Reparasi Lantai dan Dinding,Bekasi,4.950366649847321,41,123626,Dekat,0.23180278698328827
a6e46eeb-eb98-49f1-960b-3d190b7b8fb0,Rusman Kurniawan,Reparasi Atap,Depok,4.401473536223649,65,120735,Sedang,8.290293242112615
a0ba29df-79d1-47b7-ad56-69a8dc00ee92,Raharja Yuniar,Reparasi Saluran Air,Jakarta,4.433171816451885,56,112720,Sedang,4.7486828338304905
423ba2da-08d9-4b13-b678-a5647a399e64,Luthfi Natsir,Reparasi Lantai dan Dinding,Bekasi,3.705981085629251,32,144651,Dekat,1.3116179629250102
ae597282-abc0-4819-a35c-32856dc858f9,Gamani Oktaviani,Reparasi Atap,Tangerang,4.826014601631169,47,101665,Sedang,7.9770895343666
cd1796e6-afdc-4650-b08d-6b3ebcaca5b0,Vero Hutapea,Reparasi Atap,Jakarta,5.0,47,100798,Sedang,7.074976065147377
415f398f-68a5-45b6-992e-919ff258c50f,Unggul Sihombing,Reparasi Aksesoris,Bogor,4.6351243119224375,37,144806,Sedang,8.941190087126984
5c1a422a-f36d-4b9a-8334-ba2c1a9732b7,Kayun Kusmawati,Reparasi Lantai dan Dinding,Jakarta,3.774155673478749,45,139828,Jauh,13.3664413722157
81ac78a3-e072-4e0c-8312-b72af3cffe16,Pangeran Nainggolan,Reparasi Aksesoris,Jakarta,4.539546118345095,47,109900,Dekat,0.38281946628790975
87bc3dab-9023-4ffa-8c4c-7f50dff6b3c8,Gantar Astuti,Reparasi Saluran Air,Tangerang,4.330652142993738,39,144120,Dekat,1.548421064867547
e8de0b36-60f0-4eb7-aeff-b897cbba5e4f,Utama Usamah,Instalasi Listrik,Jakarta,4.448121715948013,51,112309,Dekat,0.20262267915789067
0f762165-2cb0-4126-94dd-7c503b8faeaf,Makuta Kuswandari,Reparasi Saluran Air,Bekasi,3.8045371038313625,45,109505,Dekat,2.4737668226972542
257386aa-9137-48b7-ae3e-fec895c7e99a,Edi Hasanah,Instalasi Listrik,Depok,5.0,34,138690,Sedang,7.965721050500838
f67528c9-5169-4b1e-9294-34912e015074,Gantar Suryono,Reparasi Atap,Tangerang,4.335995691414891,46,144894,Dekat,2.00357846686404
fc97cb33-76a4-40c5-ae02-a2a103be7833,Jaiman Nababan,Reparasi Lantai dan Dinding,Depok,3.851683769162106,34,109656,Sedang,8.935968891125727
400af06d-6506-43c5-8854-eaf4ba1f8f03,Setya Saputra,Reparasi Atap,Jakarta,4.349770748263265,54,115023,Dekat,1.1851774274107272
81bec9e6-5be0-46c4-8b9f-f8c98aba6c8f,Irwan Nababan,Reparasi Lantai dan Dinding,Bogor,4.600810169490039,43,107948,Dekat,1.1020607519379264
0042c0cf-631d-480b-a924-3422acec47d5,Prayoga Rahmawati,Reparasi Aksesoris,Jakarta,4.48556781491582,55,102403,Jauh,12.268917482517676
ab7feab6-a752-44c4-a17e-cde486a57ade,Emas Maulana,Reparasi Atap,Jakarta,4.278202792043007,39,112950,Jauh,19.02581134508766
755d8ba6-404a-4e93-8811-7759b57c5486,Purwa Dabukke,Instalasi Listrik,Depok,4.862936131191295,41,134756,Jauh,13.608699610152849
0e6308f8-5bd7-4c8c-8450-6622963c8365,Gandewa Fujiati,Reparasi Saluran Air,Jakarta,4.969413864357899,48,110165,Jauh,18.297877196630004
821cb35f-e488-438f-94d9-3e8fcdcdf6c5,Muhammad Andriani,Instalasi Listrik,Depok,4.430276180723108,58,123609,Dekat,2.057261262825963
b50ea036-412a-4e52-9e7d-0b3d39f885ab,Caturangga Yulianti,Reparasi Lantai dan Dinding,Jakarta,4.4982568792149635,50,137818,Sedang,9.017143568577135
83abdacf-6c5b-4bdb-85b2-91842b56cf07,Narji Permadi,Reparasi Aksesoris,Bekasi,4.74539604107304,38,147095,Sedang,8.618026632816282
380a858d-1e9a-444e-8764-3c90cbf76f53,Cengkir Suryono,Instalasi Listrik,Bogor,4.861486938313197,45,105321,Dekat,2.123999879161105
8d4d30ed-bbe1-49c6-9d72-0791cef49e35,Tugiman Hardiansyah,Reparasi Lantai dan Dinding,Depok,4.602022026698345,42,100597,Dekat,1.6926324567972606
0f49a9a4-5643-4dac-9fc2-061902a51b14,Bakiadi Hidayanto,Reparasi Atap,Bekasi,4.134672090178482,45,132347,Sedang,6.445083083954509
6ffcf387-1206-4187-8391-d7931233c15a,Daryani Mustofa,Reparasi Aksesoris,Jakarta,3.8462641828726998,48,125724,Dekat,1.5282190110472862
93b19350-b106-40db-8830-69ccdbf4303d,Bajragin Winarsih,Reparasi Aksesoris,Bogor,5.0,47,137482,Dekat,1.25530081004091
c36b6cea-141b-4322-ac87-94a4a9e9d04a,Taufan Situmorang,Reparasi Lantai dan Dinding,Bekasi,4.565784170986394,48,123706,Dekat,1.2402294155142843
e6152138-5f9f-4bcc-b188-005ce7dfa509,Balijan Agustina,Instalasi Listrik,Bogor,4.166583745249118,51,123863,Jauh,17.965278515883597
2bf57f8d-1ed2-4f4a-984a-520dbaf50a01,Catur Usamah,Reparasi Saluran Air,Bekasi,4.431981139191084,53,145091,Dekat,2.0810058588484166
b40d7d64-727b-4006-9879-dce96c7609f1,Uda Wasita,Instalasi Listrik,Depok,3.9910387800094504,35,112751,Jauh,15.496823731900122
0fa2721d-d9e1-42a5-aa5e-f6e8722fd338,Hasta Wahyudin,Reparasi Lantai dan Dinding,Tangerang,4.407449966433246,44,102491,Dekat,1.7860009320760182
ef4de0ac-072c-4ae5-bdf1-d9f02c786437,Cawisadi Manullang,Reparasi Lantai dan Dinding,Jakarta,3.9207569266238798,38,120760,Jauh,18.611455590493428
1d08a0ea-b287-4e4e-9a8f-236379b1dda5,Hardi Suwarno,Reparasi Lantai dan Dinding,Tangerang,4.291218633828947,46,148433,Dekat,1.9036328435404009
31509497-15a1-42c7-afa4-52e33e06fcf3,Eman Manullang,Reparasi Lantai dan Dinding,Bekasi,4.43890475445235,42,124066,Dekat,1.2632715289772747
da262f32-9b22-41b5-ab77-c7536abc9d8c,Darmana Januar,Reparasi Lantai dan Dinding,Depok,4.187366397781437,45,108353,Sedang,8.346557348653882
7eafc0cf-8c18-4421-a72d-58c9f6bd3df9,Galang Safitri,Instalasi Listrik,Bekasi,4.59077131295574,32,112228,Jauh,14.004980127668162
95ef32ca-0936-4012-ae8d-e73a3e9bcda3,Garang Zulaika,Reparasi Lantai dan Dinding,Jakarta,4.235377943274058,44,103935,Sedang,7.256492009781882
96cbeaea-1049-4c2f-bd50-01372235d8c2,Among Haryanti,Reparasi Saluran Air,Bekasi,5.0,39,143095,Dekat,0.7413419889271828
cef5b910-dbc2-4616-96b6-e9683553fb56,Tasdik Maryadi,Instalasi Listrik,Tangerang,5.0,47,112504,Dekat,0.40131035262095893
2aa8de59-bb78-4677-ab1c-4cf119a5e71a,Pranawa Pangestu,Instalasi Listrik,Bekasi,4.803125536003332,42,103179,Jauh,13.242638610409227
23588ab8-1af8-4d7b-ad79-0c8256902954,Hasan Kurniawan,Reparasi Lantai dan Dinding,Jakarta,3.791441577989483,49,147347,Jauh,18.575533654943776
a2ec884b-5a2d-4124-8632-ef5c1317d48c,Dagel Iswahyudi,Instalasi Listrik,Bogor,4.149664532402641,44,108655,Jauh,11.036927807276982
09a7c768-73a8-443f-91f4-e0d5d76277ac,Ivan Prabowo,Reparasi Saluran Air,Jakarta,5.0,49,112253,Jauh,15.267323216318776
4fafe053-1e90-47d4-8170-50e714d2ad55,Jatmiko Laksita,Reparasi Aksesoris,Bogor,4.567237279923082,54,133776,Sedang,4.959165646528617
a78b398a-20f8-4d9f-a73b-a48f245340e5,Tri Agustina,Reparasi Aksesoris,Bekasi,5.0,56,123097,Dekat,2.6643112303944254
d3f7c73a-9cef-4522-8837-8760e6c62460,Jaga Najmudin,Reparasi Saluran Air,Jakarta,4.080917322961764,47,123249,Sedang,5.133720139888423
d24f883d-30c9-455d-a9b3-e2d61a71151b,Ian Dongoran,Reparasi Lantai dan Dinding,Jakarta,4.10091505060017,58,121890,Jauh,14.765871807783505
a5379009-209c-4021-b8c8-716ea0901e24,Darimin Sitompul,Instalasi Listrik,Depok,4.7437478444671415,55,138053,Jauh,14.74119592069067
b915b1a0-dc88-455c-a5bf-681b06c594de,Malik Riyanti,Reparasi Lantai dan Dinding,Depok,4.482433917203618,52,144830,Sedang,4.940909058847264
270ea05c-5198-4a1b-861a-48942bc06537,Radika Napitupulu,Reparasi Lantai dan Dinding,Bogor,5.0,38,104433,Dekat,2.3494114876727297
816c3c5a-0088-412d-bfc5-02033d3be6a4,Damu Napitupulu,Instalasi Listrik,Jakarta,3.7726806981359164,37,131009,Jauh,16.16681776594376
3528634e-ecc3-4bae-bb4d-ba00ce7ac485,Viktor Lazuardi,Reparasi Aksesoris,Depok,3.9890481508680296,57,110319,Dekat,0.9093259234540442
806981fb-f062-4948-9f07-69be8a898c59,Ikin Yuliarti,Reparasi Saluran Air,Jakarta,4.2571700523721105,48,133399,Jauh,15.703459391696134
c86eb421-48e6-48b1-b3ed-0d46cc710fdc,Garda Wibisono,Reparasi Aksesoris,Depok,4.619629165564047,46,103268,Dekat,0.24184536698984282
9496a166-f6be-4b74-a9d9-05f4dbb962bd,Okto Mardhiyah,Reparasi Saluran Air,Bekasi,5.0,50,117776,Sedang,5.592401978934522
1125cd88-f9a1-4e7c-8748-d5daa1dcd02b,Kardi Hidayat,Reparasi Aksesoris,Depok,4.660871059492233,58,128847,Sedang,9.841498144929679
306eec09-61b5-4780-b168-6cac183202c2,Danu Maryati,Reparasi Aksesoris,Jakarta,4.582717972782064,55,128897,Dekat,2.7538204015341123
1cebe191-cf0a-4197-bcd8-711a4ec6e72e,Kasim Thamrin,Reparasi Lantai dan Dinding,Tangerang,5.0,51,128054,Sedang,7.657033139844186
4cacd771-db34-4bac-97cc-e8d78a1e861d,Mahesa Mardhiyah,Reparasi Aksesoris,Depok,4.8376944319583455,32,149155,Sedang,5.799729759516088
114917a9-d290-489c-a4bc-4991817e119f,Hardana Widiastuti,Instalasi Listrik,Bekasi,4.10595876580101,52,142947,Dekat,2.150002707189066
b32b499d-7b00-437a-8fe6-55b39599adee,Jindra Widiastuti,Instalasi Listrik,Jakarta,4.8902425441815724,54,118437,Dekat,2.896163261532597
8fe85a96-71e2-4891-af84-222ccd0e5595,Malik Handayani,Instalasi Listrik,Tangerang,4.619957905289984,43,126164,Dekat,0.9997664918804321
